navn,loknr,X,Y,objectid,prodorgnavn,loktilstand,mu_dato,mu_type,rapportid,status_lokalitet,plassering,vannmiljo,fylke,kommune,lat_lokalitet,lon_lokalitet,url,globalid
ANDAL,11513,5.247117,59.636483,8545842,RESIPIENTANALYSE AS,1,"[2018, 9]",b,AR252585384,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.636483,5.247117,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR252585384/attachments/32707,{4DA95A57-8F1D-444B-B52C-AEBE078E7427}
ANDAL,11513,5.247117,59.636483,8547883,RESIPIENTANALYSE AS,2,"[2020, 23]",b,AR380133756,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.636483,5.247117,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR380133756/attachments/54379,{D636DE96-6D82-4900-9275-E76F6F19967B}
ANDAL,11513,5.247117,59.636483,8548634,RESIPIENTANALYSE AS,1,"[2021, 9]",b,AR419883094,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.636483,5.247117,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR419883094/attachments/59487,{86569257-7C58-4BD1-8462-2F0A8E97F327}
ANDALSVÅGEN,13108,12.389317,65.573217,8539963,HELGELAND HAVBRUKSSTASJON AS,1,"[2010, 51]",b,AM85991005,TRUKKET,SJØ,SALTVANN,NORDLAND,VEVELSTAD,65.573217,12.389317,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM85991005/attachments/444,{112A0B2F-122D-4761-8C3A-104C06C0393A}
ANDALSVÅGEN I,38037,12.4032,65.5826,8546604,AQUA KOMPETANSE AS,1,"[2018, 48]",b,AR300099000,KLARERT,SJØ,SALTVANN,NORDLAND,VEVELSTAD,65.5826,12.4032,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR300099000/attachments/41488,{C23C7C7E-80A4-4465-935B-CC0A0E0DE978}
ANDALSVÅGEN I,38037,12.4032,65.5826,8547487,AQUA KOMPETANSE AS,1,"[2019, 46]",b,AR353959380,KLARERT,SJØ,SALTVANN,NORDLAND,VEVELSTAD,65.5826,12.4032,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR353959380/attachments/50712,{4634F42B-81F4-45D5-9E4F-B9F68E5F6164}
ANDALSVÅGEN I,38037,12.4032,65.5826,8548610,AQUA KOMPETANSE AS,1,"[2020, 15]",b,AR418727758,KLARERT,SJØ,SALTVANN,NORDLAND,VEVELSTAD,65.5826,12.4032,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR418727758/attachments/59406,{F9D49C9D-D337-4130-A2A5-FDE8B966832C}
ANDALSVÅGEN I,38037,12.4032,65.5826,8550676,AQUA KOMPETANSE AS,1,"[2021, 25]",b,AR453644133,KLARERT,SJØ,SALTVANN,NORDLAND,VEVELSTAD,65.5826,12.4032,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR453644133/attachments/69433,{19A3C22D-3702-4394-8C1E-5FEE299A2AEE}
ANDHOLMEN 1,32277,7.85230000000001,63.469217,8540874,HAVBRUKSTJENESTEN AS,1,"[2012, 38]",b,AM103254266,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.469217,7.8523,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM103254266/attachments/1225,{15403A79-20C1-439C-89BF-03DC6D3D8B17}
ANDHOLMEN 1,32277,7.85230000000001,63.469217,8540884,HAVBRUKSTJENESTEN AS,1,"[2010, 32]",b,AM99937374,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.469217,7.8523,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM99937374/attachments/1245,{90CD51DF-3271-479A-BD71-B94DE59C8C1D}
ANDHOLMEN 1,32277,7.85230000000001,63.469217,8540906,HAVBRUKSTJENESTEN AS,2,"[2012, 31]",b,AM102933131,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.469217,7.8523,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM102933131/attachments/1268,{27CC3FB2-D771-47A3-A906-2EF74F6F6D05}
ANDHOLMEN 1,32277,7.85230000000001,63.469217,8542126,Havbrukstjenesten AS,1,"[2013, 51]",b,AR56281597,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.469217,7.8523,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR56281597/attachments/4388,{2BFC62C0-20BA-4FF8-8ACC-E026C2029B1B}
ANDHOLMEN 1,32277,7.85230000000001,63.469217,8543853,Havbrukstjenesten AS,1,"[2016, 1]",b,AR130866343,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.469217,7.8523,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR130866343/attachments/18589,{438E1704-0A1A-441C-BF3C-AC8B642BCF25}
ANDHOLMEN 1,32277,7.85230000000001,63.469217,8545223,ÅKERBLÅ AS,2,"[2012, 18]",b,AR215054192,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.469217,7.8523,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR215054192/attachments/28250,{00522CA3-4B0D-4221-9783-E06DEF95E3BB}
ANDHOLMEN 1,32277,7.85230000000001,63.469217,8545418,ÅKERBLÅ AS,3,"[2017, 41]",b,AR222362411,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.469217,7.8523,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR222362411/attachments/29842,{00B188CB-E9CA-4BA1-BD26-638686E1CF67}
ANDHOLMEN 1,32277,7.85230000000001,63.469217,8546363,ÅKERBLÅ AS,1,"[2018, 32]",b,AR284711350,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.469217,7.8523,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR284711350/attachments/39140,{CADDDA1D-A9F3-476B-82A8-78BD2A7C3A48}
ANDHOLMEN 1,32277,7.85230000000001,63.469217,8547471,ÅKERBLÅ AS,2,"[2019, 51]",b,AR352013271,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.469217,7.8523,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR352013271/attachments/50566,{01227801-F065-4132-8DCF-00A9CC925C07}
ANDHOLMEN 1,32277,7.85230000000001,63.469217,8549315,ÅKERBLÅ AS,3,"[2021, 41]",b,AR456625028,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.469217,7.8523,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR456625028/attachments/70020,{7907CC54-3781-4731-AAF3-B6EE5F10F11A}
ANDHOLMEN 2,32297,7.84716700000001,63.46745,8540559,HAVBRUKSTJENESTEN AS,3,"[2012, 18]",b,AM98103034,TRUKKET,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.46745,7.847167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM98103034/attachments/1410,{A64C576A-5311-4830-8214-B43295D579F8}
ANDHOLMEN 2,32297,7.84716700000001,63.46745,8540875,HAVBRUKSTJENESTEN AS,3,"[2012, 38]",b,AM103254392,TRUKKET,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.46745,7.847167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM103254392/attachments/1226,{E27308C6-771E-40C8-A320-D6F5010E7D91}
ANDHOLMEN 2,32297,7.84716700000001,63.46745,8540885,HAVBRUKSTJENESTEN AS,1,"[2010, 32]",b,AM99937621,TRUKKET,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.46745,7.847167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM99937621/attachments/1246,{87873516-DB74-4158-8BFC-A58CE4DB7868}
ANDHOLMEN 2,32297,7.84716700000001,63.46745,8540907,HAVBRUKSTJENESTEN AS,3,"[2012, 31]",b,AM102933225,TRUKKET,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.46745,7.847167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM102933225/attachments/1269,{A8B19234-9BF3-45B8-AE0C-3CDCDF20C72D}
ANDHOLMEN 2,32297,7.84716700000001,63.46745,8541465,Havbrukstjenesten AS,1,"[2013, 11]",b,AR43667615,TRUKKET,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.46745,7.847167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR43667615/attachments/262,{5E2B1080-E9C7-4DD1-A092-3854857713E6}
ANDHOLMEN 2,32297,7.84716700000001,63.46745,8542306,Havbrukstjenesten AS,1,"[2014, 6]",b,AR66532795,TRUKKET,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.46745,7.847167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR66532795/attachments/5319,{FAEEE7A2-5B3D-4B8D-A570-254E373FBA94}
ANDHOLMEN 2,32297,7.84716700000001,63.46745,8543943,Havbrukstjenesten AS,1,"[2016, 7]",b,AR141118500,TRUKKET,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.46745,7.847167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR141118500/attachments/19094,{E1A9C13A-C283-484D-BFEC-2F7FECB1BD6B}
ANDHOLMEN 2,32297,7.84716700000001,63.46745,8545419,ÅKERBLÅ AS,2,"[2017, 41]",b,AR222363266,TRUKKET,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.46745,7.847167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR222363266/attachments/29843,{D928BEF9-801B-44E7-A9D7-35E22B97063C}
ANDHOLMEN 2,32297,7.84716700000001,63.46745,8546364,ÅKERBLÅ AS,1,"[2018, 32]",b,AR284711818,TRUKKET,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.46745,7.847167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR284711818/attachments/39141,{8808131F-F465-4D3C-9A03-65CC7A75F766}
ANDREGGRUNNEN,33257,5.74061699999999,59.238883,8542620,UNI RESEARCH AS,1,"[2010, 5]",b,AR76431335,TRUKKET,SJØ,SALTVANN,ROGALAND,STAVANGER,59.238883,5.740617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR76431335/attachments/10838,{BDB0CC8B-E1E3-4BBD-BEBD-D03CC80DC92C}
ANEVIK,30156,15.264333,68.005917,8540798,AKVAPLAN NIVA AS,1,"[2011, 48]",b,AM103574448,KLARERT,SJØ,SALTVANN,NORDLAND,STEIGEN,68.005917,15.264333,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM103574448/attachments/1123,{162A00B5-2C76-4EA5-AED0-98E37BAD2D6B}
ANEVIK,30156,15.264333,68.005917,8540799,AKVAPLAN NIVA AS,1,"[2008, 30]",b,AM103576130,KLARERT,SJØ,SALTVANN,NORDLAND,STEIGEN,68.005917,15.264333,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM103576130/attachments/1124,{9AE30766-1C9C-481F-8FFA-7D4B04C90FB3}
ANEVIK,30156,15.264333,68.005917,8542185,Akvaplan Niva AS,1,"[2013, 51]",b,AR58039864,KLARERT,SJØ,SALTVANN,NORDLAND,STEIGEN,68.005917,15.264333,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR58039864/attachments/4546,{4BE42899-9473-40F2-9D58-73BEBCCAC8AD}
ANEVIK,30156,15.264333,68.005917,8544849,Akvaplan Niva AS,1,"[2016, 19]",b,AR182831384,KLARERT,SJØ,SALTVANN,NORDLAND,STEIGEN,68.005917,15.264333,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR182831384/attachments/24737,{C0578BAA-A93B-49C4-AA34-9A7AA51B72EE}
ANEVIK,30156,15.264333,68.005917,8546053,Akvaplan Niva AS,1,"[2018, 9]",b,AR264373421,KLARERT,SJØ,SALTVANN,NORDLAND,STEIGEN,68.005917,15.264333,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR264373421/attachments/34725,{C8F26C25-7672-476A-87F3-31D902D3C465}
ANEVIK,30156,15.264333,68.005917,8547716,Akvaplan Niva AS,1,"[2020, 11]",b,AR369020677,KLARERT,SJØ,SALTVANN,NORDLAND,STEIGEN,68.005917,15.264333,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR369020677/attachments/52605,{2D47133B-239B-453C-9985-85C39D9C40EF}
ANGELSKÅR,13563,5.35261700000001,60.523333,8539392,AQUA MANAGEMENT AS,1,"[2008, 15]",b,AM63561474,KLARERT,SJØ,SALTVANN,VESTLAND,OSTERØY,60.523333,5.352617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM63561474/attachments/5,{FFDA8BB1-FF51-490D-A058-5114FD60E4CD}
ANGELSKÅR,13563,5.35261700000001,60.523333,8540032,COAST COMPETENCE AS,1,"[2010, 12]",b,AM85016681,KLARERT,SJØ,SALTVANN,VESTLAND,OSTERØY,60.523333,5.352617,,{AECC2191-7269-4F24-A359-C2B730B37CEA}
ANGELSKÅR,13563,5.35261700000001,60.523333,8541129,RESIPIENTANALYSE Haveland,1,"[2012, 12]",b,AM104084353,KLARERT,SJØ,SALTVANN,VESTLAND,OSTERØY,60.523333,5.352617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM104084353/attachments/1440,{D6C6746C-F50E-4D33-B2E6-79DD9784A7CA}
ANGELSKÅR,13563,5.35261700000001,60.523333,8541324,RESIPIENTANALYSE HAVELAND,2,"[2013, 5]",b,AR34810434,KLARERT,SJØ,SALTVANN,VESTLAND,OSTERØY,60.523333,5.352617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR34810434/attachments/74,{648A7AFB-011D-41AE-9E31-23AB83E5EBC8}
ANGELSKÅR,13563,5.35261700000001,60.523333,8542843,RESIPIENTANALYSE AS,1,"[2014, 7]",b,AR80055474,KLARERT,SJØ,SALTVANN,VESTLAND,OSTERØY,60.523333,5.352617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR80055474/attachments/12867,{AADC6F46-29CD-4F78-B7D0-E80621D08EE4}
ANGELSKÅR,13563,5.35261700000001,60.523333,8545845,Norsk Institutt for Vannforskning,1,"[2018, 9]",b,AR252658267,KLARERT,SJØ,SALTVANN,VESTLAND,OSTERØY,60.523333,5.352617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR252658267/attachments/32711,{C81E7D8C-8A63-4FBB-9AE1-09EF2E590E18}
ANGELSKÅR,13563,5.35261700000001,60.523333,8546346,Norsk Institutt for Vannforskning,2,"[2018, 39]",b,AR283827994,KLARERT,SJØ,SALTVANN,VESTLAND,OSTERØY,60.523333,5.352617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR283827994/attachments/38985,{C9B4D555-5209-476B-BAD9-950AB75EF448}
ANGELSKÅR,13563,5.35261700000001,60.523333,8546464,Norsk Institutt for Vannforskning,2,"[2016, 49]",b,AR289589107,KLARERT,SJØ,SALTVANN,VESTLAND,OSTERØY,60.523333,5.352617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR289589107/attachments/40025,{7CF952A7-73BD-4641-B253-9A106F7CFD4F}
ANGELSKÅR,13563,5.35261700000001,60.523333,8546592,Norsk Institutt for Vannforskning,1,"[2015, 19]",b,AR298886656,KLARERT,SJØ,SALTVANN,VESTLAND,OSTERØY,60.523333,5.352617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR298886656/attachments/41387,{717A2F92-A976-4616-86B8-A1058F543A5D}
ANGELSKÅR,13563,5.35261700000001,60.523333,8546856,Akvaplan Niva AS,1,"[2019, 18]",b,AR320845525,KLARERT,SJØ,SALTVANN,VESTLAND,OSTERØY,60.523333,5.352617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR320845525/attachments/44478,{64A6FE53-AD7A-4787-8351-8687D85B931F}
ANGELSKÅR,13563,5.35261700000001,60.523333,8547793,Norsk Institutt for Vannforskning,1,"[2019, 47]",b,AR372956760,KLARERT,SJØ,SALTVANN,VESTLAND,OSTERØY,60.523333,5.352617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR372956760/attachments/53132,{45ED7A8E-0F89-4B2E-9538-51D440386ACF}
ANGELSKÅR,13563,5.35261700000001,60.523333,8548435,Norsk Institutt for Vannforskning,2,"[2020, 47]",b,AR406631587,KLARERT,SJØ,SALTVANN,VESTLAND,OSTERØY,60.523333,5.352617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR406631587/attachments/58705,{1BCCD92A-2B4C-48F9-9A7B-75B371F4D26B}
ANGELSKÅR,13563,5.35261700000001,60.523333,8550355,Norsk Institutt for Vannforskning,2,"[2019, 38]",b,AR340475169,KLARERT,SJØ,SALTVANN,VESTLAND,OSTERØY,60.523333,5.352617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR340475169/attachments/49065,{AB8112B7-9EDD-4651-BC00-D8838F8EE9F3}
ANGSTAUREN,13518,18.170267,69.695333,8539424,BARLINDHAUG CONSULT AS,1,"[2008, 26]",b,AM64603053,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,TROMSØ,69.695333,18.170267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM64603053/attachments/38,{2B8C960F-6689-4B0E-A062-DC480BD2C801}
ANGSTAUREN,13518,18.170267,69.695333,8539907,BARLINDHAUG NORFICO AS,2,"[2010, 48]",b,AM81077631,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,TROMSØ,69.695333,18.170267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM81077631/attachments/591,{234DC96E-6E21-4966-B652-A3225105DE9E}
ANGSTAUREN,13518,18.170267,69.695333,8540369,BARLINDHAUG CONSULT AS,1,"[2011, 20]",b,AM90343198,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,TROMSØ,69.695333,18.170267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM90343198/attachments/358,{470A9B52-C428-4313-960A-53CFF0929CD4}
ANGSTAUREN,13518,18.170267,69.695333,8542872,PAULSEN YNGVE KONSULT AS,1,"[2014, 41]",b,AR80619911,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,TROMSØ,69.695333,18.170267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR80619911/attachments/13118,{F2A2D687-FCFC-4BA6-859A-B1E993D5C86F}
ANGSTAUREN,13518,18.170267,69.695333,8544737,PAULSEN YNGVE KONSULT AS,1,"[2016, 45]",b,AR171794722,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,TROMSØ,69.695333,18.170267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR171794722/attachments/23819,{D1D8E422-103F-48DB-AE00-61804818DA6B}
ANGSTAUREN,13518,18.170267,69.695333,8544922,PAULSEN YNGVE KONSULT AS,1,"[2017, 9]",b,AR188277653,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,TROMSØ,69.695333,18.170267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR188277653/attachments/25247,{B4DC1B41-E8DF-44A4-B589-D6795F2A7B0E}
ANGSTAUREN,13518,18.170267,69.695333,8546943,ÅKERBLÅ AS,2,"[2019, 20]",b,AR325972017,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,TROMSØ,69.695333,18.170267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR325972017/attachments/45536,{E50CA9E3-5158-436E-8CE5-3D64669F51B3}
ANGSTAUREN,13518,18.170267,69.695333,8547379,ÅKERBLÅ AS,1,"[2019, 45]",b,AR345143421,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,TROMSØ,69.695333,18.170267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR345143421/attachments/50122,{CAC0B5E1-F4A7-40E7-B603-EA03BD8C15BD}
ANGSTAUREN,13518,18.170267,69.695333,8548663,ÅKERBLÅ AS,3,"[2021, 7]",b,AR421735762,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,TROMSØ,69.695333,18.170267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR421735762/attachments/59718,{AEBA54BA-4ADD-4F67-BC7B-62FB6ABECE59}
APALVIKNESET,29816,6.12113299999999,60.146217,8541955,RESIPIENTANALYSE AS,1,"[2012, 16]",b,AR53261051,KLARERT,SJØ,SALTVANN,VESTLAND,ULLENSVANG,60.146217,6.121133,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR53261051/attachments/3548,{FBB7E713-0A1A-4623-9071-723A6F9ABB25}
APALVIKNESET,29816,6.12113299999999,60.146217,8542075,RESIPIENTANALYSE AS,2,"[2013, 42]",b,AR55427431,KLARERT,SJØ,SALTVANN,VESTLAND,ULLENSVANG,60.146217,6.121133,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR55427431/attachments/4162,{04A6579B-32B4-496B-9996-F8F9D829E409}
APALVIKNESET,29816,6.12113299999999,60.146217,8542910,RESIPIENTANALYSE AS,2,"[2014, 42]",b,AR81484949,KLARERT,SJØ,SALTVANN,VESTLAND,ULLENSVANG,60.146217,6.121133,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR81484949/attachments/13493,{C1864E35-8309-4BA8-A91F-197B31A359A7}
APALVIKNESET,29816,6.12113299999999,60.146217,8543832,RESIPIENTANALYSE AS,2,"[2015, 39]",b,AR129838251,KLARERT,SJØ,SALTVANN,VESTLAND,ULLENSVANG,60.146217,6.121133,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR129838251/attachments/18488,{9A5AB42F-EBAB-4E04-A8EC-020317E63BD1}
APALVIKNESET,29816,6.12113299999999,60.146217,8544128,RESIPIENTANALYSE AS,2,"[2016, 14]",b,AR147310146,KLARERT,SJØ,SALTVANN,VESTLAND,ULLENSVANG,60.146217,6.121133,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR147310146/attachments/19916,{06C11094-E89B-4F75-97C0-3F12C6C864B9}
APALVIKNESET,29816,6.12113299999999,60.146217,8545154,RESIPIENTANALYSE AS,2,"[2017, 25]",b,AR209571097,KLARERT,SJØ,SALTVANN,VESTLAND,ULLENSVANG,60.146217,6.121133,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR209571097/attachments/27589,{2B1190C4-A9EF-41D7-9A40-3D51360D5AD8}
APALVIKNESET,29816,6.12113299999999,60.146217,8545856,RESIPIENTANALYSE AS,2,"[2018, 11]",b,AR253326986,KLARERT,SJØ,SALTVANN,VESTLAND,ULLENSVANG,60.146217,6.121133,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR253326986/attachments/32799,{55D7A54E-1329-4FA3-8806-004AFB8D2FC1}
APALVIKNESET,29816,6.12113299999999,60.146217,8547049,RESIPIENTANALYSE AS,3,"[2019, 25]",b,AR329374398,KLARERT,SJØ,SALTVANN,VESTLAND,ULLENSVANG,60.146217,6.121133,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR329374398/attachments/46226,{4CD57EB2-4764-43BB-87EC-CF25B42025DB}
APALVIKNESET,29816,6.12113299999999,60.146217,8548205,Rådgivende Biologer AS,2,"[2020, 39]",b,AR394003419,KLARERT,SJØ,SALTVANN,VESTLAND,ULLENSVANG,60.146217,6.121133,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR394003419/attachments/57456,{EB403003-04D6-4052-9736-82A3C6FF1D7E}
APALVIKNESET,29816,6.12113299999999,60.146217,8550461,RESIPIENTANALYSE AS,2,"[2020, 9]",b,AR363409678,KLARERT,SJØ,SALTVANN,VESTLAND,ULLENSVANG,60.146217,6.121133,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR363409678/attachments/51960,{77EC5159-A17A-48A1-945A-97385FA60106}
APLAVIKA,12085,6.05551700000001,60.258583,8539567,COAST COMPETENCE AS,2,"[2006, 24]",b,AM64656488,TRUKKET,SJØ,SALTVANN,VESTLAND,KVAM,60.258583,6.055517,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM64656488/attachments/221,{2BBBA572-1765-455D-965C-D83A789AC491}
APLAVIKA,12085,6.05551700000001,60.258583,8539988,COAST COMPETENCE AS,3,"[2010, 11]",b,AM80657683,TRUKKET,SJØ,SALTVANN,VESTLAND,KVAM,60.258583,6.055517,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM80657683/attachments/314,{28ED54CE-5643-466F-98DF-8E77C64063BB}
APLAVIKA,12085,6.05551700000001,60.258583,8540288,RESIPIENTANALYSE Haveland,1,"[2011, 17]",b,AM93185676,TRUKKET,SJØ,SALTVANN,VESTLAND,KVAM,60.258583,6.055517,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM93185676/attachments/987,{12CC0295-7F63-4FB7-80F1-EB058472E844}
APLAVIKA,12085,6.05551700000001,60.258583,8541243,RESIPIENTANALYSE AS,3,"[2012, 25]",b,AM104328359,TRUKKET,SJØ,SALTVANN,VESTLAND,KVAM,60.258583,6.055517,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM104328359/attachments/1615,{1959695A-4E16-4F37-A854-C6F47567C50D}
APLAVIKA,12085,6.05551700000001,60.258583,8541896,RESIPIENTANALYSE AS,2,"[2013, 6]",b,AR53000519,TRUKKET,SJØ,SALTVANN,VESTLAND,KVAM,60.258583,6.055517,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR53000519/attachments/3327,{AE9D1DA8-BCE4-42F1-991A-507BF87D7D12}
APLAVIKA,12085,6.05551700000001,60.258583,8542429,RESIPIENTANALYSE AS,2,"[2014, 9]",b,AR69460120,TRUKKET,SJØ,SALTVANN,VESTLAND,KVAM,60.258583,6.055517,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR69460120/attachments/5852,{388E561E-CD38-4783-A68F-9C030DA1119F}
APLAVIKA,12085,6.05551700000001,60.258583,8543522,RESIPIENTANALYSE AS,2,"[2015, 7]",b,AR117209929,TRUKKET,SJØ,SALTVANN,VESTLAND,KVAM,60.258583,6.055517,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR117209929/attachments/17108,{2219D4C6-59EF-42CD-B5C0-7C2C159B1214}
APLAVIKA,12085,6.05551700000001,60.258583,8544513,RESIPIENTANALYSE AS,3,"[2016, 11]",b,AR166634841,TRUKKET,SJØ,SALTVANN,VESTLAND,KVAM,60.258583,6.055517,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR166634841/attachments/22496,{31CE3EFD-5DAD-4DCB-807C-C0D6E5DF109F}
APLAVIKA,12085,6.05551700000001,60.258583,8545005,RESIPIENTANALYSE AS,2,"[2017, 9]",b,AR196294484,TRUKKET,SJØ,SALTVANN,VESTLAND,KVAM,60.258583,6.055517,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR196294484/attachments/25763,{48FFF996-6C57-46A4-90CB-960D2E9F8755}
